epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,201.462,1.57162,0.84832,0.88953,0.84466,0.86613,0.90394,0.46915,1.5689,0.81714,0.88432,0.0015446,0.0015446,0.0015446
25,208.9,1.62302,0.86829,0.89873,0.82868,0.89894,0.92962,0.50622,1.45168,0.80128,0.88209,0.0015248,0.0015248,0.0015248
26,216.38,1.57384,0.86692,0.88573,0.78087,0.85841,0.88884,0.52728,1.3909,0.79377,0.88421,0.001505,0.001505,0.001505
27,224.034,1.63311,0.86156,0.89113,0.91214,0.83186,0.94013,0.54027,1.4352,0.73902,0.89072,0.0014852,0.0014852,0.0014852
28,233.467,1.55418,0.84927,0.89764,0.84242,0.89893,0.91617,0.52054,1.41831,0.96069,0.866,0.0014654,0.0014654,0.0014654
29,240.968,1.49768,0.77922,0.8787,0.86874,0.92035,0.96733,0.53741,1.44521,0.69707,0.85798,0.0014456,0.0014456,0.0014456
30,248.444,1.59855,0.81555,0.86885,0.81858,0.92035,0.94569,0.54266,1.40429,0.76929,0.8861,0.0014258,0.0014258,0.0014258
31,257.782,1.56984,0.81741,0.88784,0.80025,0.85087,0.90338,0.50571,1.48436,0.77667,0.86645,0.001406,0.001406,0.001406
32,265.247,1.59733,0.80924,0.90456,0.82992,0.92035,0.93923,0.53714,1.39629,0.73265,0.86559,0.0013862,0.0013862,0.0013862
33,272.686,1.56167,0.79968,0.872,0.90051,0.88113,0.95577,0.55866,1.40592,0.72854,0.88682,0.0013664,0.0013664,0.0013664
34,282.034,1.49724,0.76158,0.89479,0.9172,0.88227,0.95441,0.58296,1.30498,0.71362,0.86547,0.0013466,0.0013466,0.0013466
35,291.389,1.5804,0.81102,0.87761,0.82839,0.84071,0.9166,0.51366,1.44659,0.76687,0.88575,0.0013268,0.0013268,0.0013268
36,298.99,1.58079,0.80877,0.8677,0.88191,0.9292,0.94727,0.53411,1.45507,0.76618,0.87068,0.001307,0.001307,0.001307
37,306.549,1.44123,0.78308,0.87209,0.91037,0.9115,0.96225,0.56932,1.33192,0.70989,0.85908,0.0012872,0.0012872,0.0012872
38,314.053,1.49831,0.76745,0.86048,0.86781,0.82301,0.9296,0.54885,1.4292,0.7934,0.8709,0.0012674,0.0012674,0.0012674
39,321.551,1.52966,0.77587,0.8713,0.88193,0.9115,0.9561,0.60002,1.32796,0.73152,0.86513,0.0012476,0.0012476,0.0012476
40,330.884,1.47774,0.78657,0.86618,0.93094,0.83504,0.9466,0.58519,1.36073,0.72054,0.85396,0.0012278,0.0012278,0.0012278
41,338.401,1.49685,0.77867,0.8443,0.85118,0.89381,0.93014,0.54808,1.37408,0.73007,0.871,0.001208,0.001208,0.001208
42,345.872,1.42241,0.73585,0.87723,0.87109,0.90265,0.95647,0.55238,1.40848,0.69667,0.88774,0.0011882,0.0011882,0.0011882
43,353.361,1.47516,0.73865,0.87782,0.86862,0.93614,0.95732,0.59175,1.28645,0.67303,0.85555,0.0011684,0.0011684,0.0011684
44,360.847,1.46769,0.73572,0.85352,0.85667,0.92035,0.96095,0.61331,1.25075,0.68121,0.83915,0.0011486,0.0011486,0.0011486
45,370.353,1.44119,0.73443,0.85425,0.87146,0.89999,0.95055,0.56553,1.3075,0.70132,0.84752,0.0011288,0.0011288,0.0011288
46,377.863,1.52885,0.81402,0.85657,0.81952,0.92426,0.92243,0.54833,1.36628,0.81009,0.86063,0.001109,0.001109,0.001109
47,385.429,1.49929,0.78504,0.85689,0.88142,0.92097,0.96854,0.58112,1.29843,0.67061,0.84791,0.0010892,0.0010892,0.0010892
48,392.955,1.38185,0.71628,0.84433,0.93804,0.90265,0.97474,0.60794,1.26707,0.65171,0.84087,0.0010694,0.0010694,0.0010694
49,400.467,1.47485,0.74479,0.8312,0.89799,0.93481,0.95911,0.61013,1.25871,0.67711,0.85094,0.0010496,0.0010496,0.0010496
50,407.925,1.33517,0.7097,0.85332,0.91658,0.90265,0.95943,0.60248,1.24867,0.67988,0.842,0.0010298,0.0010298,0.0010298
51,415.399,1.35061,0.70134,0.83208,0.90967,0.89119,0.94706,0.60521,1.22883,0.63751,0.84121,0.00101,0.00101,0.00101
52,422.95,1.29528,0.68286,0.83131,0.87433,0.92358,0.96555,0.64058,1.17388,0.6111,0.84052,0.0009902,0.0009902,0.0009902
53,432.375,1.29803,0.67588,0.83242,0.90801,0.87358,0.96248,0.61298,1.21669,0.63936,0.83296,0.0009704,0.0009704,0.0009704
54,440.014,1.32383,0.66179,0.81662,0.86048,0.92789,0.96271,0.59397,1.26595,0.67233,0.83463,0.0009506,0.0009506,0.0009506
55,447.493,1.32008,0.72264,0.854,0.88435,0.89381,0.95433,0.58253,1.32467,0.65746,0.8586,0.0009308,0.0009308,0.0009308
56,454.934,1.34528,0.67862,0.84607,0.88567,0.87611,0.96023,0.6299,1.25652,0.63411,0.85306,0.000911,0.000911,0.000911
57,462.379,1.36879,0.68739,0.83736,0.9257,0.8821,0.96729,0.63031,1.20596,0.63329,0.84088,0.0008912,0.0008912,0.0008912
58,469.861,1.31815,0.6804,0.84619,0.8977,0.93186,0.96871,0.62907,1.18788,0.60993,0.8451,0.0008714,0.0008714,0.0008714
59,477.335,1.28901,0.67151,0.82241,0.89412,0.92035,0.97014,0.60531,1.24339,0.63595,0.83575,0.0008516,0.0008516,0.0008516
60,484.845,1.24072,0.62902,0.82078,0.91175,0.93805,0.96731,0.61444,1.27014,0.6067,0.85615,0.0008318,0.0008318,0.0008318
61,492.489,1.33291,0.67245,0.82816,0.91107,0.90265,0.96576,0.61286,1.24492,0.63695,0.86921,0.000812,0.000812,0.000812
62,500.079,1.38081,0.66744,0.82204,0.91858,0.89862,0.965,0.60664,1.25651,0.62434,0.86058,0.0007922,0.0007922,0.0007922
63,507.543,1.28093,0.64222,0.81839,0.89747,0.92035,0.96714,0.59831,1.26935,0.61202,0.86101,0.0007724,0.0007724,0.0007724
64,515.066,1.32259,0.6576,0.83004,0.95843,0.90265,0.97577,0.61426,1.22764,0.61519,0.85423,0.0007526,0.0007526,0.0007526
65,522.531,1.31332,0.64081,0.8446,0.94448,0.9292,0.97225,0.62193,1.22766,0.60959,0.84116,0.0007328,0.0007328,0.0007328
66,529.984,1.26681,0.6165,0.80827,0.92852,0.91961,0.97595,0.64772,1.15413,0.58602,0.83454,0.000713,0.000713,0.000713
67,539.363,1.24084,0.59862,0.8015,0.95818,0.9292,0.9852,0.64901,1.16034,0.56622,0.84191,0.0006932,0.0006932,0.0006932
68,548.743,1.3277,0.64507,0.83049,0.88137,0.92035,0.96842,0.59033,1.31781,0.61831,0.85833,0.0006734,0.0006734,0.0006734
69,556.254,1.32736,0.61859,0.80921,0.90063,0.96245,0.98044,0.64929,1.18283,0.57492,0.83972,0.0006536,0.0006536,0.0006536
70,565.801,1.24886,0.6183,0.83585,0.97756,0.90265,0.97678,0.64323,1.15065,0.60212,0.84049,0.0006338,0.0006338,0.0006338
71,573.311,1.19706,0.6145,0.81262,0.95088,0.88496,0.97248,0.65941,1.11709,0.57559,0.83549,0.000614,0.000614,0.000614
72,582.676,1.28501,0.62785,0.82287,0.94532,0.91805,0.97613,0.65328,1.13083,0.57634,0.84073,0.0005942,0.0005942,0.0005942
73,590.157,1.16295,0.58462,0.79597,0.95866,0.89381,0.9731,0.63571,1.20554,0.56873,0.85155,0.0005744,0.0005744,0.0005744
74,597.829,1.24671,0.59068,0.8071,0.93686,0.91915,0.97868,0.62438,1.18352,0.56948,0.84582,0.0005546,0.0005546,0.0005546
75,605.323,1.24115,0.60327,0.80454,0.94605,0.93119,0.98451,0.64313,1.16295,0.55279,0.85146,0.0005348,0.0005348,0.0005348
76,612.815,1.14608,0.55977,0.81543,0.88918,0.93805,0.96724,0.61052,1.18255,0.56511,0.84529,0.000515,0.000515,0.000515
77,620.276,1.17896,0.58157,0.80499,0.93615,0.93805,0.9725,0.66633,1.10576,0.55075,0.82858,0.0004952,0.0004952,0.0004952
78,629.654,1.17843,0.58481,0.82186,0.88663,0.96894,0.97798,0.64795,1.14876,0.56294,0.83322,0.0004754,0.0004754,0.0004754
79,637.14,1.21264,0.59476,0.82319,0.95373,0.91214,0.9751,0.65095,1.1284,0.55814,0.83045,0.0004556,0.0004556,0.0004556
80,644.588,1.2213,0.58236,0.79492,0.89188,0.94904,0.97752,0.65007,1.13956,0.57613,0.83114,0.0004358,0.0004358,0.0004358
81,652.044,1.14461,0.55633,0.78464,0.90865,0.92035,0.97796,0.65623,1.12932,0.5294,0.82676,0.000416,0.000416,0.000416
82,659.483,1.14693,0.54545,0.80775,0.92913,0.9282,0.97156,0.65796,1.07862,0.53171,0.82528,0.0003962,0.0003962,0.0003962
83,666.909,1.10533,0.54682,0.81886,0.95358,0.90894,0.97919,0.65764,1.09694,0.52718,0.83005,0.0003764,0.0003764,0.0003764
84,674.345,1.17455,0.56323,0.81437,0.91792,0.9292,0.97662,0.66701,1.09922,0.5254,0.82746,0.0003566,0.0003566,0.0003566
85,683.661,1.21186,0.54588,0.79277,0.9148,0.95021,0.97941,0.64854,1.16223,0.52095,0.82646,0.0003368,0.0003368,0.0003368
86,691.074,1.18466,0.55455,0.79255,0.96382,0.94307,0.98712,0.65789,1.09489,0.50625,0.82146,0.000317,0.000317,0.000317
87,698.502,1.1674,0.54184,0.80191,0.97662,0.9115,0.98546,0.64548,1.10977,0.51595,0.8233,0.0002972,0.0002972,0.0002972
88,705.977,1.16238,0.54211,0.78798,0.9459,0.92833,0.98515,0.66135,1.12627,0.5279,0.82426,0.0002774,0.0002774,0.0002774
89,713.498,1.18405,0.54615,0.79065,0.94606,0.93127,0.98671,0.65221,1.08853,0.51257,0.82262,0.0002576,0.0002576,0.0002576
90,721.1,1.12191,0.53415,0.79071,0.95033,0.90265,0.98182,0.6573,1.10756,0.51912,0.81857,0.0002378,0.0002378,0.0002378
91,729.135,1.02644,0.5263,0.78928,0.91391,0.93947,0.97559,0.65367,1.1188,0.53556,0.81724,0.000218,0.000218,0.000218
92,736.709,1.04837,0.50504,0.80049,0.91511,0.95402,0.98447,0.66104,1.11187,0.52067,0.82539,0.0001982,0.0001982,0.0001982
93,744.21,1.05324,0.51121,0.78923,0.92304,0.95522,0.98631,0.66776,1.08851,0.54027,0.81286,0.0001784,0.0001784,0.0001784
94,753.585,1.05818,0.51,0.79465,0.92306,0.95558,0.97657,0.66714,1.10577,0.52752,0.82208,0.0001586,0.0001586,0.0001586
95,761.088,1.02887,0.49986,0.79943,0.9489,0.93805,0.98488,0.66605,1.08078,0.51062,0.81885,0.0001388,0.0001388,0.0001388
96,768.599,1.08165,0.50801,0.79326,0.98095,0.91161,0.98861,0.65859,1.09363,0.51053,0.81554,0.000119,0.000119,0.000119
97,776.128,1.04919,0.49073,0.77306,0.97252,0.92035,0.98859,0.66175,1.06324,0.50314,0.81648,9.92e-05,9.92e-05,9.92e-05
98,783.654,0.99662,0.4965,0.76343,0.98113,0.92011,0.98226,0.67189,1.07405,0.50234,0.81875,7.94e-05,7.94e-05,7.94e-05
99,793.02,0.98122,0.475,0.79121,0.90802,0.96099,0.97904,0.65757,1.07602,0.50684,0.81742,5.96e-05,5.96e-05,5.96e-05
100,800.506,1.01101,0.48174,0.7765,0.92396,0.93805,0.97713,0.65651,1.0716,0.51922,0.81679,3.98e-05,3.98e-05,3.98e-05
